"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000087048","ACV-0000178027","M","23","","Major","Driver","Had Been Drinking - Not Under Influence","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087051","ACV-0000178034","F","24","","None","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","21802","Yield Stop Sign"
"CR-0000087051","ACV-0000178035","F","55","","None","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087049","ACV-0000178031","F","21","","Moderate","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087043","ACV-0000178016","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087057","ACV-0000178044","F","79","","Totaled","Driver","Impairment Not Known","South","Traveling Wrong Way","Car","Unknown","1","22107","Unsafe Turn Movement"
"CR-0000087044","ACV-0000178019","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000087076","ACV-0000178083","M","45","","Minor","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087046","ACV-0000178024","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087049","ACV-0000178030","F","33","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","21453","Run Red Light"
"CR-0000087053","ACV-0000178039","M","53","","Minor","Driver","Had Not Been Drinking","South","Making U-Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087062","ACV-0000178056","F","19","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087048","ACV-0000178029","M","35","","Minor","Driver","Had Been Drinking - Not Under Influence","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087053","ACV-0000178038","F","41","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087060","ACV-0000178057","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087057","ACV-0000178045","M","29","","Totaled","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087059","ACV-0000178048","M","45","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000087061","ACV-0000178051","M","18","","None","Driver","Had Not Been Drinking","West","Other Unsafe Turning","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087059","ACV-0000178049","M","22","","Moderate","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087046","ACV-0000178023","M","20","","Unknown","Driver","Impairment Not Known","West","Making Right Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000087047","ACV-0000178025","M","29","","Moderate","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087060","ACV-0000178050","M","35","","Moderate","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Panel Truck","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087068","ACV-0000178068","M","18","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Car","Inattention","1","22350","Speeding"
"CR-0000087048","ACV-0000178028","M","41","","Major","Driver","Had Been Drinking - Not Under Influence","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087052","ACV-0000178037","M","39","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087054","ACV-0000178040","M","37","","Major","Driver","Had Been Drinking - Not Under Influence","West","Ran Off Road","Car","None Apparent","1","22350","Speeding"
"CR-0000087055","ACV-0000178041","F","45","","Major","Driver","Sleepy/Fatigued","North","Proceeding Straight","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000087056","ACV-0000178042","F","59","","Not Applicable","Pedestrian","Had Been Drinking - Under Influence","Not Applicable","Entering Traffic","Pedestrian","None Apparent","1","Unknown","Unknown"
"CR-0000087071","ACV-0000178074","F","41","","Unknown","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087075","ACV-0000178081","M","47","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087050","ACV-0000178032","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22450","Fail Stop/Sign"
"CR-0000087043","ACV-0000178014","","0","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","21658","Unsafe Lane Change"
"CR-0000087045","ACV-0000178021","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087058","ACV-0000178047","M","53","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087063","ACV-0000178058","M","36","","Moderate","Driver","Impairment Not Known","South","Making Left Turn","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087064","ACV-0000178060","F","26","","Moderate","Driver","Had Not Been Drinking","South","Making Right Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000087067","ACV-0000178066","M","30","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Other Violation","1","21801","Yield Left Turn"
"CR-0000087074","ACV-0000178079","M","50","","None","Driver","Had Not Been Drinking","East","Making Left Turn","Motorcycle/Moped","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087060","ACV-0000178053","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087050","ACV-0000178033","","50","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087058","ACV-0000178046","F","34","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087063","ACV-0000178059","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087069","ACV-0000178069","F","51","","Minor","Driver","Impairment Not Known","North","Making Right Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087067","ACV-0000178067","M","43","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087071","ACV-0000178073","M","20","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087066","ACV-0000178065","F","71","","Moderate","Driver","Had Not Been Drinking","West","Making Right Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087073","ACV-0000178076","M","42","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087072","ACV-0000178075","M","31","","Moderate","Driver","Had Not Been Drinking","Unknown","Other Unsafe Turning","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087076","ACV-0000178082","M","62","","Minor","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000087047","ACV-0000178026","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087062","ACV-0000178055","F","44","","Major","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087065","ACV-0000178063","M","30","","Not Applicable","Bicycle","Had Not Been Drinking","East","Proceeding Straight","Bicycle","Inattention","1","Unknown","Unknown"
"CR-0000087066","ACV-0000178064","M","0","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087077","ACV-0000178084","M","51","","Major","Driver","Had Not Been Drinking","West","Making U-Turn","Car","None Apparent","1","00001","Other Improper Driving"
"CR-0000087069","ACV-0000178070","F","20","","Not Applicable","Pedestrian","Impairment Not Known","North","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087056","ACV-0000178043","M","51","","None","Driver","Had Not Been Drinking","East","Proceeding Straight","Bus - Other","None Apparent","1","Unknown","Unknown"
"CR-0000087061","ACV-0000178052","F","52","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087064","ACV-0000178061","M","22","","Moderate","Driver","Had Not Been Drinking","South","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087077","ACV-0000178085","M","48","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Bus - Other","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087079","ACV-0000178087","F","67","","Unknown","Driver","Impairment Not Known","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087065","ACV-0000178062","M","58","","Minor","Driver","Had Not Been Drinking","East","Making Right Turn","Panel Truck","Inattention","1","Unknown","Unknown"
"CR-0000087070","ACV-0000178071","M","31","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087078","ACV-0000178086","M","22","","Moderate","Driver","Sleepy/Fatigued","North","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087079","ACV-0000178088","F","23","","Not Applicable","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087060","ACV-0000178054","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087070","ACV-0000178072","F","22","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087073","ACV-0000178077","F","42","","Major","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087074","ACV-0000178078","F","37","","Minor","Driver","Had Not Been Drinking","North","Making U-Turn","Emergency Vehicle","Inattention","1","22103","Unsafe U-Turn"
"CR-0000087075","ACV-0000178080","M","59","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087080","ACV-0000178089","M","36","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Motorcycle/Moped","None Apparent","1","Unknown","Unknown"
"CR-0000087082","ACV-0000178093","M","24","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000087082","ACV-0000178094","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000087081","ACV-0000178090","M","79","","Not Applicable","Pedestrian","Had Not Been Drinking","North","Stopped","Pedestrian","Unknown","1","Unknown","Unknown"
"CR-0000087081","ACV-0000178091","M","30","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087082","ACV-0000178092","","0","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000087085","ACV-0000178095","F","24","","Moderate","Driver","Had Not Been Drinking","South","Passing Other Vehicles","Car","None Apparent","1","21460","Driving Over Centerline"
"CR-0000087092","ACV-0000178108","M","53","","Moderate","Driver","Had Not Been Drinking","East","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087088","ACV-0000178100","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Other Violation","1","Unknown","Unknown"
"CR-0000087088","ACV-0000178101","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000087089","ACV-0000178102","","0","","Unknown","Driver","Impairment Not Known","South","Unknown","Car","Unknown","1","Unknown","Unknown"
"CR-0000087085","ACV-0000178096","F","44","","Moderate","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087086","ACV-0000178098","F","19","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087086","ACV-0000178097","M","54","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087087","ACV-0000178099","M","39","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000087090","ACV-0000178104","M","40","","Unknown","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","21651","Divided Highway"
"CR-0000087098","ACV-0000178118","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Unknown","Unknown"
